synthetic_graph_id,synthetic_contract,synthetic_interaction_id,family,template_split,template_graph_id,template_interaction_id,template_function,call_method,state_variable,source_hash,label
SYNTH_REENTRANCY::00659::SyntheticReentrancy00659,SyntheticReentrancy00659,i:harvest659,harvest,test,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::SkyRewardPool,i:withdraw,withdraw,transfer,positions13,b2602622e60b9464537c685b2bf76243724d5f7f3a54ecddbd66cfa46710177a,1
SYNTH_REENTRANCY::00660::SyntheticReentrancy00660,SyntheticReentrancy00660,i:withdraw660,withdraw,train,DAPP::DAppSCAN-source/contracts/Hacken-Ground Zero/code::IDO,i:claimTheInvestments,claimTheInvestments,call,balances14,f8a7eff56af4756d54e6fbbc2751baeac064143f6aa12d3ceaae37a5b5ad1d9f,1
SYNTH_REENTRANCY::00661::SyntheticReentrancy00661,SyntheticReentrancy00661,i:claimReward661,claimReward,val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::YVaultAssetProxy,i:reserveDeposit,reserveDeposit,transfer,credits15,0f9f950ae48b521641b721fb10ff8587d18ea58173a52463630e14ca97632c57,1
SYNTH_REENTRANCY::00662::SyntheticReentrancy00662,SyntheticReentrancy00662,i:refund662,refund,test,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,i:deposit,deposit,send,pendingRewards16,ee0daaa8a7fb9e73b8089aa0dab956e0309805c9686a9f59c12394523818f720,1
SYNTH_REENTRANCY::00663::SyntheticReentrancy00663,SyntheticReentrancy00663,i:unstake663,unstake,train,DAPP::DAppSCAN-source/contracts/PeckShield-MilkySwap/milkyswap-59f163e9959cf8bae4a521a9648219b553312e07::MasterMilker,i:emergencyWithdraw,emergencyWithdraw,safeTransfer,withdrawalRequests0,4e62494498801c2ae0ba519d65414c866199ac7b751c29c71e89bb680b634465,1
SYNTH_REENTRANCY::00664::SyntheticReentrancy00664,SyntheticReentrancy00664,i:redeem664,redeem,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:setPoolStrategy,setPoolStrategy,transfer,shares1,8ef1a1cff82bcb034bea45f6273901f458e94f41a033390cf84354241a33d4c3,1
SYNTH_REENTRANCY::00665::SyntheticReentrancy00665,SyntheticReentrancy00665,i:payout665,payout,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::CoreVoting,i:execute,execute,call,stakes2,a7656cf9a8d2c6332b088daf7be37cbc790277b69f4f70c246778732e6297861,1
SYNTH_REENTRANCY::00666::SyntheticReentrancy00666,SyntheticReentrancy00666,i:release666,release,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::WETHGateway,i:addLiquidityETH,addLiquidityETH,transfer,claims3,1174e091532e25e8f6745c57ab1ce344324d3c68d8ff5d27d6cbf14dc13bfd66,1
SYNTH_REENTRANCY::00667::SyntheticReentrancy00667,SyntheticReentrancy00667,i:exit667,exit,train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::AToken,i:borrowFresh,borrowFresh,send,escrowed4,9bf4564bbd957251267f6bf782d4d629bc876b5bff31d6979e301885460fc77c,1
SYNTH_REENTRANCY::00668::SyntheticReentrancy00668,SyntheticReentrancy00668,i:claim668,claim,train,FORGE::vfp_00088::EnjoyoorsVaultWithdrawals,i:_claimWithdrawal,_claimWithdrawal,safeTransfer,payouts5,fe5f671205bb9ab77d2843d3579a7cf9a763e618a509d470fad45568c2e3ffca,1
SYNTH_REENTRANCY::00669::SyntheticReentrancy00669,SyntheticReentrancy00669,i:settle669,settle,test,FORGE::vfp_00126::SpokePool,i:_setOftMessenger,_setOftMessenger,transfer,positions6,d149dbed82948071c89382d6c9716140f336fc29238ff6fc54ab9796ee1f9fbe,1
SYNTH_REENTRANCY::00670::SyntheticReentrancy00670,SyntheticReentrancy00670,i:collect670,collect,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,i:claimInsurance,claimInsurance,call,balances7,90e8b4dccfc4e399595f2cd8c1019be393cc2dee817522f790af4e0f058ff02d,1
SYNTH_REENTRANCY::00671::SyntheticReentrancy00671,SyntheticReentrancy00671,i:harvest671,harvest,train,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::MasterChef,i:withdraw,withdraw,transfer,credits8,503884a622296df3aeb5ebb9f2ad7df06b3df01dd9f7265f22e71d1215620a6c,1
SYNTH_REENTRANCY::00672::SyntheticReentrancy00672,SyntheticReentrancy00672,i:withdraw672,withdraw,train,FORGE::vfp_00221::LimitOrderHook,i:_handlePlaceCallback,_handlePlaceCallback,send,pendingRewards9,1c5f400f407a7369553a0ebc3e077809beb72a8ae14719059a6394adea4eeeaa,1
SYNTH_REENTRANCY::00673::SyntheticReentrancy00673,SyntheticReentrancy00673,i:claimReward673,claimReward,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Keep3r.Network-Keep3r.Network/StakingRewardsV3-13ecc6966ae1a413f62224382bfd4d64b1a22351::StakingRewardsV3,i:deposit,deposit,safeTransfer,withdrawalRequests10,f1f5310a287d3f94ccae6e8ff26823e907fd8de19aac954a4c0f0ff726086aa8,1
SYNTH_REENTRANCY::00674::SyntheticReentrancy00674,SyntheticReentrancy00674,i:refund674,refund,val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-OriginDollar/origin-dollar-81431fd3b2aa4c518ffc389844f9708c00b516f0::VaultCore,i:_allocate,_allocate,transfer,shares11,21ed34c4b92850a0a416bd91e8edb39cd00a648f1f4c83a569d9967d0e1d8966,1
SYNTH_REENTRANCY::00675::SyntheticReentrancy00675,SyntheticReentrancy00675,i:unstake675,unstake,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:withdraw,withdraw,call,stakes12,e40de8deaa6d03b422eaf88fddd0a31ea65a507b583f7001733b2603ad181044,1
SYNTH_REENTRANCY::00676::SyntheticReentrancy00676,SyntheticReentrancy00676,i:redeem676,redeem,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:add,add,transfer,claims13,56c4e644346cb9f2c58e1dbc4c2d157a8c4f15cf2cce72e6698be95a01d5a5d1,1
SYNTH_REENTRANCY::00677::SyntheticReentrancy00677,SyntheticReentrancy00677,i:payout677,payout,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::SinglePool,i:emergencyWithdraw,emergencyWithdraw,send,escrowed14,6898272ecf4ff9fc8824e2b1971a69e14343bb40265f2fc4a14f423742ced69e,1
SYNTH_REENTRANCY::00678::SyntheticReentrancy00678,SyntheticReentrancy00678,i:release678,release,test,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,i:deposit,deposit,safeTransfer,payouts15,5bb7657b114e2a7ac48c4269b7dc16f47f58216d4af7d9b1b36e345d4deffd86,1
SYNTH_REENTRANCY::00679::SyntheticReentrancy00679,SyntheticReentrancy00679,i:exit679,exit,train,DAPP::DAppSCAN-source/contracts/consensys-Connext NXTP — Noncustodial Xchain Transfer Protocol/nxtp-0656436d654cfe0313fa3c2bbc81aa86232ade16::TransactionManager,i:removeLiquidity,removeLiquidity,transfer,positions16,f1fe97a333d652bc5bf3986dd04b8d09a5bfec883abd0620c5b94c9583fbf554,1
SYNTH_REENTRANCY::00680::SyntheticReentrancy00680,SyntheticReentrancy00680,i:claim680,claim,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::GovernorV1,i:propose,propose,call,balances0,1d1b451efb27ff20207686e54682b6352b46325d593b6b23bd4ac26ce152f8b8,1
SYNTH_REENTRANCY::00681::SyntheticReentrancy00681,SyntheticReentrancy00681,i:settle681,settle,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yWETH,i:depositETH,depositETH,transfer,credits1,7e753980dfa8ec333d7a4f2355e7062ecd69b055915e5eabe74597673cf655fc,1
SYNTH_REENTRANCY::00682::SyntheticReentrancy00682,SyntheticReentrancy00682,i:collect682,collect,train,DAPP::DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8::MasterShiba,i:withdraw,withdraw,send,pendingRewards2,91e5faf5089e375090dc9c3ce6f1fbffaaa8551c2cdbf037a54ac941ab46445e,1
SYNTH_REENTRANCY::00683::SyntheticReentrancy00683,SyntheticReentrancy00683,i:harvest683,harvest,train,FORGE::vfp_00221::LimitOrderHook,i:cancelOrder,cancelOrder,safeTransfer,withdrawalRequests3,34847603085220cedb9b4ec471694a03b5a2c93ab4ad2567707ab8f31647ad40,1
SYNTH_REENTRANCY::00684::SyntheticReentrancy00684,SyntheticReentrancy00684,i:withdraw684,withdraw,train,DAPP::DAppSCAN-source/contracts/PeckShield-PikaPerpV2/PikaPerpV2-4a0965ff90ed099b7e2d3e8dda47cd589ee8e3a2::PikaPerpV2,i:closePositionWithId,closePositionWithId,transfer,shares4,a8f533c47c4fbf3b2339a6cd2df88c74e65c94f1fe1ede96907befb9649ed8be,1
SYNTH_REENTRANCY::00685::SyntheticReentrancy00685,SyntheticReentrancy00685,i:claimReward685,claimReward,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV3Adapter,i:exactInputSingle,exactInputSingle,call,stakes5,de4635e9a3db33108acfb9fba2cc05be7d9bec37ab4448f6494b05fcfbd7882d,1
SYNTH_REENTRANCY::00686::SyntheticReentrancy00686,SyntheticReentrancy00686,i:refund686,refund,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::PoolService,i:lendCreditAccount,lendCreditAccount,transfer,claims6,89429ed464e5ed05354e32588d9ba2592e93f89f5ed06d4593d49ab5384dd8c7,1
SYNTH_REENTRANCY::00687::SyntheticReentrancy00687,SyntheticReentrancy00687,i:unstake687,unstake,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::ClockAuctionBase,i:setGeneScienceAddress,setGeneScienceAddress,send,escrowed7,8254c4c2fd59d26684d64fee80110565c487bcee1a6a697ca6c3ed41e061a7d0,1
SYNTH_REENTRANCY::00688::SyntheticReentrancy00688,SyntheticReentrancy00688,i:redeem688,redeem,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV2Adapter,i:swapTokensForExactTokens,swapTokensForExactTokens,safeTransfer,payouts8,de0e7a89d320d296f34ee0ad761f7d543c2c3a7fa68d0daf442449194eac359b,1
SYNTH_REENTRANCY::00689::SyntheticReentrancy00689,SyntheticReentrancy00689,i:payout689,payout,val,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingV2,i:deposit,deposit,transfer,positions9,057345bdeb854aa6bd00ebae92c93404e05fb60036e650ccee14962fee02a6c5,1
SYNTH_REENTRANCY::00690::SyntheticReentrancy00690,SyntheticReentrancy00690,i:release690,release,train,FORGE::vfp_00224::OidcRecoveryValidator,i:startRecovery,startRecovery,call,balances10,252a17d77504a267dc9cf377768d6c458204ec85cb5722349d50ee7ade08f8a5,1
SYNTH_REENTRANCY::00691::SyntheticReentrancy00691,SyntheticReentrancy00691,i:exit691,exit,train,DAPP::DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5::FixedRateSwap,i:depositFor,depositFor,transfer,credits11,a371dc14482755d5f985edd109fe801684d2c9b2f9c9223b992aca53503725fb,1
SYNTH_REENTRANCY::00692::SyntheticReentrancy00692,SyntheticReentrancy00692,i:claim692,claim,train,DAPP::DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4::HoldefiSettings,i:setHoldefiContract,setHoldefiContract,send,pendingRewards12,dc4998e535e4ec05c4c11b55e235b059256d8d4cc4997fd87ef2c8e1b200d77f,1
SYNTH_REENTRANCY::00693::SyntheticReentrancy00693,SyntheticReentrancy00693,i:settle693,settle,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c::Comptroller,i:liquidateBorrowAllowed,liquidateBorrowAllowed,safeTransfer,withdrawalRequests13,7513b6082ec3a165d4161016accc5d20cbfe42b90c6ce39a6af601035bee2651,1
SYNTH_REENTRANCY::00694::SyntheticReentrancy00694,SyntheticReentrancy00694,i:collect694,collect,train,DAPP::DAppSCAN-source/contracts/openzeppelin-Optimism/contracts-18e128343731b9bde23812ce932e24d81440b6b7::OVM_StateTransitioner,i:applyTransaction,applyTransaction,transfer,shares14,da6f5ac80be3bcc32d933d1d8fcb7e143078e20fa5153b4d1f7c9203f1b4caf6,1
SYNTH_REENTRANCY::00695::SyntheticReentrancy00695,SyntheticReentrancy00695,i:harvest695,harvest,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::YearnAdapter,i:withdraw,withdraw,call,stakes15,29869c0d8c28057f5f17a03d541ca0c232c3215971ac6192f24669d8ddd0e5db,1
SYNTH_REENTRANCY::00696::SyntheticReentrancy00696,SyntheticReentrancy00696,i:withdraw696,withdraw,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Abyss Finance-Abyss Eth2 Depositor/abyss-eth2depositor-a2d58dea4d79846dc682fe93ac3e0eca02323d11::AbyssEth2Depositor,i:deposit,deposit,transfer,claims16,c795ce27d6fdfc9e41b95d2c56d2f998a2a7019b529431a379c134c9204864af,1
SYNTH_REENTRANCY::00697::SyntheticReentrancy00697,SyntheticReentrancy00697,i:claimReward697,claimReward,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:deposit,deposit,send,escrowed0,7ead0e1a800d6d1bf7185066d447d5fcfa39b15d0b3efa28524ab763cbe4592c,1
SYNTH_REENTRANCY::00698::SyntheticReentrancy00698,SyntheticReentrancy00698,i:refund698,refund,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::AlianaSale,i:withdrawOwnerCutSale,withdrawOwnerCutSale,safeTransfer,payouts1,1c491963bae70fec1487bf92e59c277dcd61c87ab321a9561a2416b4726c3eea,1
SYNTH_REENTRANCY::00699::SyntheticReentrancy00699,SyntheticReentrancy00699,i:unstake699,unstake,val,FORGE::vfp_00001::AgentImageService,i:fulfillImage,fulfillImage,transfer,positions2,27ff07f6c3ea1fa76898a39120bbe82cdbac077b0fe525b5ab572de2298a7f7d,1
SYNTH_REENTRANCY::00700::SyntheticReentrancy00700,SyntheticReentrancy00700,i:redeem700,redeem,test,FORGE::vfp_00058::LikwidMarginPosition,i:_executeAddLeverage,_executeAddLeverage,call,balances3,afe26dddc187cb78811bcf9bea493a15f8dd905df83457b7d220a6b44498f7c3,1
SYNTH_REENTRANCY::00701::SyntheticReentrancy00701,SyntheticReentrancy00701,i:payout701,payout,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c::CToken,i:_setComptroller,_setComptroller,transfer,credits4,53132e0558f9eba0db6cb3dc845969d3203ba710c901bbac50f2f0f69440b26e,1
SYNTH_REENTRANCY::00702::SyntheticReentrancy00702,SyntheticReentrancy00702,i:release702,release,val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-OriginDollar/origin-dollar-81431fd3b2aa4c518ffc389844f9708c00b516f0::VaultCore,i:_redeem,_redeem,send,pendingRewards5,496c96235a3900eebba4b89cef20f77ab090cce57daaf6e2beb0cd5fc6221171,1
SYNTH_REENTRANCY::00703::SyntheticReentrancy00703,SyntheticReentrancy00703,i:exit703,exit,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::AccountFactory,i:returnCreditAccount,returnCreditAccount,safeTransfer,withdrawalRequests6,768d96cbea90bc7d34f5b54f3819ed65b7070b4d42d8039e0f64a1c75b2d4453,1
SYNTH_REENTRANCY::00704::SyntheticReentrancy00704,SyntheticReentrancy00704,i:claim704,claim,train,FORGE::vfp_00102::StopLimit,i:performUpkeep,performUpkeep,transfer,shares7,a0d033082edb3b12fbed93f53d62f16c7a1ccce53c6709a9a89987ab342f0350,1
SYNTH_REENTRANCY::00705::SyntheticReentrancy00705,SyntheticReentrancy00705,i:settle705,settle,train,FORGE::vfp_00007::Folio,i:getRebalance,getRebalance,call,stakes8,7a732ed6ad294a8e80ca572d024437672afd3dc37ba7bba6b6162acbcdbdc50b,1
SYNTH_REENTRANCY::00706::SyntheticReentrancy00706,SyntheticReentrancy00706,i:collect706,collect,train,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_multichain_vemult_v1.0_signed/veMULTI-bac804399d1ea280e5bd8cdc9488b6fa6a0a7fcc::ve,i:withdraw,withdraw,transfer,claims9,b8507ccd959fc6874a14d24b36e93cb0000891fc7214bfbb5cdf613227c4b452,1
SYNTH_REENTRANCY::00707::SyntheticReentrancy00707,SyntheticReentrancy00707,i:harvest707,harvest,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::WETHGateway,i:openCreditAccountETH,openCreditAccountETH,send,escrowed10,d2722e435bd2f42d7331e5feaed8c094186ad3bded94b081490dc78cb0936302,1
SYNTH_REENTRANCY::00708::SyntheticReentrancy00708,SyntheticReentrancy00708,i:withdraw708,withdraw,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV3Adapter,i:exactOutput,exactOutput,safeTransfer,payouts11,8f21296f8ad792ff429563f7009871b6f4037ec79aa1d41b4ebc2424f535e17e,1
SYNTH_REENTRANCY::00709::SyntheticReentrancy00709,SyntheticReentrancy00709,i:claimReward709,claimReward,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::AlianaBase,i:setGeneScienceAddress,setGeneScienceAddress,transfer,positions12,933f7d3ae1dbe35679cab2d87a627de8343ce715bc3d9ba975f313e2389c2554,1
SYNTH_REENTRANCY::00710::SyntheticReentrancy00710,SyntheticReentrancy00710,i:refund710,refund,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::AlianaOwnership,i:setGeneScienceAddress,setGeneScienceAddress,call,balances13,f5b0aa3ebfc590440f4342e9f08a742b2fc53d7fce6a51528bae4fa806279c8d,1
SYNTH_REENTRANCY::00711::SyntheticReentrancy00711,SyntheticReentrancy00711,i:unstake711,unstake,test,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,i:claimReward,claimReward,transfer,credits14,c70f6425d27724b07fcca155ec7382424f5d8d7fbf17b6c3597fb4353b7092c7,1
SYNTH_REENTRANCY::00712::SyntheticReentrancy00712,SyntheticReentrancy00712,i:redeem712,redeem,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Alium Finance Smart Contract/alium-farm-e37d6af39af68049c2684085f025385407b4bd55::MasterChef,i:emergencyWithdraw,emergencyWithdraw,send,pendingRewards15,a42a26c32b5674f3562ce3d9562aa68485d728812cc04ab172e07773fd1bf2d6,1
SYNTH_REENTRANCY::00713::SyntheticReentrancy00713,SyntheticReentrancy00713,i:payout713,payout,train,DAPP::DAppSCAN-source/contracts/openzeppelin-Solo_Margin_Protocol/solo-17df84db351d5438e1b7437572722b4f52c8b2b4::AdminImpl,i:_setPriceOracle,_setPriceOracle,safeTransfer,withdrawalRequests16,6fc7ba85cbbc9023abe2441fcd93a77d7b0baa183ca71a0f2ff2341b8eec39d4,1
SYNTH_REENTRANCY::00714::SyntheticReentrancy00714,SyntheticReentrancy00714,i:release714,release,train,FORGE::vfp_00215::ScrollChainValidium,i:registerNewEncryptionKey,registerNewEncryptionKey,transfer,shares0,bc4c6309234588bc243d2b9daf24b328d428c0772ebc948d7ce1fb32abee9c1d,1
SYNTH_REENTRANCY::00715::SyntheticReentrancy00715,SyntheticReentrancy00715,i:exit715,exit,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-stakefish_ethereum_staking_audit_report/eth2-validation-services-contract-d91928f3a270f6115831fe3a21a69eb98bf57b26::StakefishERC721Wrapper,i:mintTo,mintTo,call,stakes1,ea66ee2ae230f8139f10f38dc561f462e1444cf045df44556e7395172c135c65,1
SYNTH_REENTRANCY::00716::SyntheticReentrancy00716,SyntheticReentrancy00716,i:claim716,claim,val,DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::LiquidityStaking,i:deposit,deposit,transfer,claims2,399641039e9861aa4f8cf1331111562d4795fd1801a22336559110b8af8de4df,1
SYNTH_REENTRANCY::00717::SyntheticReentrancy00717,SyntheticReentrancy00717,i:settle717,settle,train,FORGE::vfp_00209::StakingManager,i:withdraw,withdraw,send,escrowed3,e1daa933627a05633b9c041f7d5ee7da69b58f65985dcba7824437cd08bb816e,1
SYNTH_REENTRANCY::00718::SyntheticReentrancy00718,SyntheticReentrancy00718,i:collect718,collect,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-ampleforth/market-oracle-888fccaf05786f3f7f49e18ff040f911d44906f4::MarketOracle,i:getPriceAnd24HourVolume,getPriceAnd24HourVolume,safeTransfer,payouts4,591e024450e13a16aa394dc4230f0b1ceaebf4173c7148fb578f444e835f162b,1
SYNTH_REENTRANCY::00719::SyntheticReentrancy00719,SyntheticReentrancy00719,i:harvest719,harvest,train,DAPP::DAppSCAN-source/contracts/PeckShield-Rikkei/rifi-protocol-b33243fb3a218cc195f0727fe1499cb57f5ea0b2::RToken,i:borrowFresh,borrowFresh,transfer,positions5,18b705659b4741bf5d2e442a7f32e2422b0f61f5cb9f0ad50f470c5c1e79dfd3,1
SYNTH_REENTRANCY::00720::SyntheticReentrancy00720,SyntheticReentrancy00720,i:withdraw720,withdraw,train,FORGE::vfp_00007::Folio,i:startRebalance,startRebalance,call,balances6,eea20d0ba2abdbd50d4af4c623ec82c4df6ae2b894603670890694f68648070c,1
SYNTH_REENTRANCY::00721::SyntheticReentrancy00721,SyntheticReentrancy00721,i:claimReward721,claimReward,val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a::PoolFactory,i:deployPool,deployPool,transfer,credits7,f1c92ff59c544021f2d2be5dcef388dcfe04f54987706bf54efa2c03a394b74e,1
SYNTH_REENTRANCY::00722::SyntheticReentrancy00722,SyntheticReentrancy00722,i:refund722,refund,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::veFXSYieldDistributorV4,i:notifyRewardAmount,notifyRewardAmount,send,pendingRewards8,313812419daea21be245135de203e277f1a9225668534cc8b22861b33eca9b53,1
SYNTH_REENTRANCY::00723::SyntheticReentrancy00723,SyntheticReentrancy00723,i:unstake723,unstake,train,FORGE::vfp_00007::Folio,i:mint,mint,safeTransfer,withdrawalRequests9,859df9ea3e317cef639f50277e244e7087d8baf934ad20563812366f61b77d22,1
SYNTH_REENTRANCY::00724::SyntheticReentrancy00724,SyntheticReentrancy00724,i:redeem724,redeem,test,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,i:lock,lock,transfer,shares10,08f0529807c4e1c8e1f2eb2be81cbaa0e1348ba28e1ee1e5c1189baacf4b0738,1
SYNTH_REENTRANCY::00725::SyntheticReentrancy00725,SyntheticReentrancy00725,i:payout725,payout,train,FORGE::vfp_00007::Folio,i:distributeFees,distributeFees,call,stakes11,a8b5304157cc793c504485d19f8542a10eb265aacf64a4e4c04447f565f1c595,1
SYNTH_REENTRANCY::00726::SyntheticReentrancy00726,SyntheticReentrancy00726,i:release726,release,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::MasterChef,i:withdraw,withdraw,transfer,claims12,bb6f5c1d27232fc05d8a8b733501d027332564400be7e31722a51ba052aa2a1a,1
SYNTH_REENTRANCY::00727::SyntheticReentrancy00727,SyntheticReentrancy00727,i:exit727,exit,train,DAPP::DAppSCAN-source/contracts/QuillAudits-coalichain/CoaliSC-3f0920d650467279f7ceee08776bd74ecadd3237::Main,i:createBallot,createBallot,send,escrowed13,300f3942663d03150f8ce0945259fbc669c403327160a9f16bfc27eebb1a8cde,1
SYNTH_REENTRANCY::00728::SyntheticReentrancy00728,SyntheticReentrancy00728,i:claim728,claim,val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-OriginDollar/origin-dollar-81431fd3b2aa4c518ffc389844f9708c00b516f0::VaultCore,i:mintMultiple,mintMultiple,safeTransfer,payouts14,1a9cfc5fddca31ffd0047681810a4d749db5c705e12e6ac0b6d36ca1df745dcc,1
SYNTH_REENTRANCY::00729::SyntheticReentrancy00729,SyntheticReentrancy00729,i:settle729,settle,test,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,i:withdraw,withdraw,transfer,positions15,b15b512287bf2c89d4e7009060a6343cd1262388af40bc6b4c5f87a4e505bbce,1
