kind,severity,description,example_key,examples
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,5f1eff337bdd,"{""source_hash"": ""5f1eff337bdd"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::applyForMaker[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::ExchangeRoles::applyForMaker[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeV2::applyForMaker[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::applyForMaker[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeRoles::applyForMaker[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,cfeda667e1d5,"{""source_hash"": ""cfeda667e1d5"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::totalSupply[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::totalSupply[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::totalSupply[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::totalSupply[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::totalSupply[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::totalSupply[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,27ff3cdc3337,"{""source_hash"": ""27ff3cdc3337"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::availableBalanceOf[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::availableBalanceOf[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::availableBalanceOf[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::availableBalanceOf[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::availableBalanceOf[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::availableBalanceOf[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,f7cc3879305f,"{""source_hash"": ""f7cc3879305f"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::lockedBalanceOf[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::lockedBalanceOf[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::lockedBalanceOf[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::lockedBalanceOf[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::lockedBalanceOf[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::lockedBalanceOf[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,83112b54efe7,"{""source_hash"": ""83112b54efe7"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::claimAndDeposit[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::claimAndDeposit[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::claimAndDeposit[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeV2::claimAndDeposit[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::claimAndDeposit[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingV2::claimAndDeposit[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,507929fc238c,"{""source_hash"": ""507929fc238c"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::refreshBalance[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::refreshBalance[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::refreshBalance[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::refreshBalance[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::refreshBalance[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::refreshBalance[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,046fcc6866a5,"{""source_hash"": ""046fcc6866a5"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::claimableRewards[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::claimableRewards[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::claimableRewards[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::claimableRewards[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::claimableRewards[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::claimableRewards[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,13ebc7577d64,"{""source_hash"": ""13ebc7577d64"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_tradeAvailable[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::_tradeAvailable[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::_tradeAvailable[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_tradeAvailable[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::_tradeAvailable[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::_tradeAvailable[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,ddf5c2d066a9,"{""source_hash"": ""ddf5c2d066a9"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_rebalanceAndClearTrade[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::_rebalanceAndClearTrade[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::_rebalanceAndClearTrade[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_rebalanceAndClearTrade[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::_rebalanceAndClearTrade[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::_rebalanceAndClearTrade[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,1a9cba372af2,"{""source_hash"": ""1a9cba372af2"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_lock[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::_lock[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::_lock[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_lock[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::_lock[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::_lock[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,ee547df0a0a6,"{""source_hash"": ""ee547df0a0a6"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_rebalanceAndUnlock[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::_rebalanceAndUnlock[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::_rebalanceAndUnlock[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_rebalanceAndUnlock[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::_rebalanceAndUnlock[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::_rebalanceAndUnlock[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,57b1cd9cf6ec,"{""source_hash"": ""57b1cd9cf6ec"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_tradeLocked[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::_tradeLocked[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::_tradeLocked[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_tradeLocked[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::_tradeLocked[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::_tradeLocked[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,3068b20d42d3,"{""source_hash"": ""3068b20d42d3"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_claim[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::_claim[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::_claim[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeV2::_claim[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_claim[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingV2::_claim[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,4995cfb9ae9a,"{""source_hash"": ""4995cfb9ae9a"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_checkpoint[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::_checkpoint[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::_checkpoint[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_checkpoint[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::_checkpoint[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::_checkpoint[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,a1793b887a6a,"{""source_hash"": ""a1793b887a6a"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_userCheckpoint[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Staking::_userCheckpoint[y=0] ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::StakingTestWrapper::_userCheckpoint[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_userCheckpoint[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Staking::_userCheckpoint[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingTestWrapper::_userCheckpoint[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,f346aa1c28ae,"{""source_hash"": ""f346aa1c28ae"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::estimateNavs[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeV2::estimateNavs[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::estimateNavs[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,ec1b2def0d7c,"{""source_hash"": ""ec1b2def0d7c"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::placeBid[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::placeBid[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,96ce9ce1ee3f,"{""source_hash"": ""96ce9ce1ee3f"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::placeAsk[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::placeAsk[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,051f62a13afe,"{""source_hash"": ""051f62a13afe"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::cancelBid[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::cancelBid[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,497645444728,"{""source_hash"": ""497645444728"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::cancelAsk[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::cancelAsk[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,f9b00ae4eced,"{""source_hash"": ""f9b00ae4eced"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_buy[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_buy[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,d0590906169d,"{""source_hash"": ""d0590906169d"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_sell[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_sell[y=0]""}"
exact_duplicate_function_source_across_splits,MEDIUM,149 exact normalized interaction/function source hashes appear in multiple splits; 0 include at least one positive label.,cfb10839a544,"{""source_hash"": ""cfb10839a544"", ""splits"": ""test|train"", ""labels"": ""0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange::_settleTaker[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeV2::_settleTaker[y=0] ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange::_settleTaker[y=0]""}"
duplicate_interactions_conflicting_labels,HIGH,10 exact normalized function sources have both positive and negative labels.,19c4099dff5f,"{""source_hash"": ""19c4099dff5f"", ""splits"": ""train"", ""examples"": ""train:FORGE::vfp_00032::AbstractStakingStrategy::mintShares[y=0] ; train:FORGE::vfp_00032::RewardManagerMixin::mintShares[y=0] ; train:FORGE::vfp_00032::AbstractYieldStrategy::mintShares[y=1] ; train:FORGE::vfp_00032::AbstractSingleSidedLP::mintShares[y=0] ; train:FORGE::vfp_00032::CurveConvex2Token::mintShares[y=0]""}"
duplicate_interactions_conflicting_labels,HIGH,10 exact normalized function sources have both positive and negative labels.,cb1b285f5f52,"{""source_hash"": ""cb1b285f5f52"", ""splits"": ""train"", ""examples"": ""train:FORGE::vfp_00032::GenericERC4626WithdrawRequestManager::stakeTokens[y=1] ; train:FORGE::vfp_00032::AbstractWithdrawRequestManager::stakeTokens[y=0]""}"
duplicate_interactions_conflicting_labels,HIGH,10 exact normalized function sources have both positive and negative labels.,370b1da585e9,"{""source_hash"": ""370b1da585e9"", ""splits"": ""val"", ""examples"": ""val:FORGE::vfp_00156::HyperCoreFlowExecutor::_initiateSwapFlow[y=1] ; val:FORGE::vfp_00156::DstOFTHandler::_initiateSwapFlow[y=0] ; val:FORGE::vfp_00156::SponsoredCCTPDstPeriphery::_initiateSwapFlow[y=0]""}"
duplicate_interactions_conflicting_labels,HIGH,10 exact normalized function sources have both positive and negative labels.,c9411e9a9362,"{""source_hash"": ""c9411e9a9362"", ""splits"": ""val"", ""examples"": ""val:FORGE::vfp_00156::HyperCoreFlowExecutor::finalizeSwapFlows[y=1] ; val:FORGE::vfp_00156::DstOFTHandler::finalizeSwapFlows[y=0] ; val:FORGE::vfp_00156::SponsoredCCTPDstPeriphery::finalizeSwapFlows[y=0]""}"
duplicate_interactions_conflicting_labels,HIGH,10 exact normalized function sources have both positive and negative labels.,72a29dab7a7d,"{""source_hash"": ""72a29dab7a7d"", ""splits"": ""val"", ""examples"": ""val:FORGE::vfp_00156::HyperCoreFlowExecutor::_finalizeSingleSwap[y=1] ; val:FORGE::vfp_00156::DstOFTHandler::_finalizeSingleSwap[y=0] ; val:FORGE::vfp_00156::SponsoredCCTPDstPeriphery::_finalizeSingleSwap[y=0]""}"
duplicate_interactions_conflicting_labels,HIGH,10 exact normalized function sources have both positive and negative labels.,3f36214bdc0e,"{""source_hash"": ""3f36214bdc0e"", ""splits"": ""val"", ""examples"": ""val:FORGE::vfp_00156::HyperCoreFlowExecutor::_fallbackHyperEVMFlow[y=1] ; val:FORGE::vfp_00156::DstOFTHandler::_fallbackHyperEVMFlow[y=0] ; val:FORGE::vfp_00156::SponsoredCCTPDstPeriphery::_fallbackHyperEVMFlow[y=0]""}"
