split,contract_id,source_path,function_name,source_span,interaction_id,review_priority,predicted_score,current_label,proposed_cleaned_label,vulnerability_type,safety_features_present,risk_evidence,protection_evidence,short_explanation,confidence,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,review_source
val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::AccountMining,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/AccountMining.sol,claim,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/AccountMining.sol#L49-L77,i:claim,top50_highest_score,0.9675840896541997,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled | very high model score,trusted/fixed callee signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,"L23: IERC20(token).transfer(account, amount),",L11: address account = msg.sender;,L6: require(,"18:         );\n19: \n20:         // Mark it claimed and send the token.\n21:         _setClaimed(index);\n22:         require(\n23:             IERC20(token).transfer(account, amount),\n24:             ""MerkleDistributor: Transfer failed.""\n25:         );\n26: \n27:         accountFactory.mineCreditAccount();\n28:         emit Claimed(index, account);\n29:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::Exchange,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/exchange/Exchange.sol,matchOrders,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/exchange/Exchange.sol#L34-L81,i:matchOrders,top50_highest_score|top50_weak_or_no_safety,0.9555043363147943,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled | very high model score,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L9: IPerpetual perpetual = IPerpetual(_perpetual);,"L7: require(!takerOrderParam.isMakerOnly(), ""taker order is maker only"");","1: function matchOrders(\n2:         LibOrder.OrderParam memory takerOrderParam,\n3:         LibOrder.OrderParam[] memory makerOrderParams,\n4:         address _perpetual,\n5:         uint256[] memory amounts\n6:     ) public {\n7:         require(!takerOrderParam.isMakerOnly(), ""taker order is maker only"");\n8: \n9:         IPerpetual perpetual = IPerpetual(_perpetual);\n10:         require(perpetual.status() == LibTypes.Status.NORMAL, ""wrong perpetual status"");\n11: \n12:         uint256 tradingLotSize = perpetual.getGovernance().tradingLotSize;\n13:         bytes32 takerOrderHash = validateOrderParam(perpetual, takerOrderParam);\n14:         uint256 takerFilledAmount = filled[takerOrderHash];",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::ExchangeIssuanceModule,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules/ExchangeIssuanceModule.sol,validateExchangeIssuanceParams,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules/ExchangeIssuanceModule.sol#L153-L184,i:validateExchangeIssuanceParams,,0.9429668763803142,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled | very high model score,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,,L8: require(,"1: function validateExchangeIssuanceParams(\n2:         ExchangeIssuanceLibrary.ExchangeIssuanceParams memory _exchangeIssuanceParams\n3:     )\n4:         internal\n5:         view\n6:     {\n7:         // Verify Set was created by Core and is enabled\n8:         require(\n9:             coreInstance.validSets(_exchangeIssuanceParams.setAddress),\n10:             ""ExchangeExecution.validateExchangeIssuanceParams: Invalid or disabled SetToken address""\n11:         );\n12: \n13:         // Validate the issuance quantity\n14:         ExchangeIssuanceLibrary.validateQuantity(",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::VestingEscrow,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/governance/VestingEscrow.sol,initialize,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/governance/VestingEscrow.sol#L43-L52,i:initialize,,0.9397838208109293,0,ambiguous_quarantine,reentrancy,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|trusted_or_fixed_callee|contract_modifier_access_summary,external call present | state update after external call | very high model score,trusted/fixed callee signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L7: initialLocked = amount;,"L2: require(amount != 0 && amount >= vestedAtStart_, ""Invalid amount or vestedAtStart"");","1: function initialize(uint256 amount, uint256 vestedAtStart_) external {\n2:         require(amount != 0 && amount >= vestedAtStart_, ""Invalid amount or vestedAtStart"");\n3:         require(initialLocked == 0, ""Already initialized"");\n4: \n5:         IERC20(token).transferFrom(msg.sender, address(this), amount);\n6: \n7:         initialLocked = amount;\n8:         vestedAtStart = vestedAtStart_;\n9:         emit Fund(amount);\n10:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::ZeroExExchangeWrapper,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/exchange-wrappers/ZeroExExchangeWrapper.sol,exchange,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/exchange-wrappers/ZeroExExchangeWrapper.sol#L95-L143,i:exchange,,0.9326958872686587,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled | very high model score,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L13: address[] memory receiveTokens = new address[](_exchangeData.orderCount);,L8: require(,"1: function exchange(\n2:         ExchangeWrapperLibrary.ExchangeData memory _exchangeData,\n3:         bytes memory _ordersData\n4:     )\n5:         public\n6:         returns (ExchangeWrapperLibrary.ExchangeResults memory)\n7:     {\n8:         require(\n9:             ICore(core).validModules(msg.sender),\n10:             ""ZeroExExchangeWrapper.exchange: Sender must be approved module""\n11:         );\n12: \n13:         address[] memory receiveTokens = new address[](_exchangeData.orderCount);\n14:         uint256[] memory receiveTokenAmounts = new uint256[](_exchangeData.orderCount);",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::UserProxy,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/UserProxy.sol,mint,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/UserProxy.sol#L70-L94,i:mint,,0.932418522136393,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee,external call present | callee appears user/attacker controlled | very high model score,trusted/fixed callee signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,"L16: weth.transfer(address(_position), _amount);",,"L11: require(msg.value == _amount, ""Incorrect amount provided"");","11:             require(msg.value == _amount, ""Incorrect amount provided"");\n12:             // Create weth from the provided eth\n13:             // NOTE - This can be made slightly cheaper by depositing 1 wei into this\n14:             //        contract address on weth.\n15:             weth.deposit{ value: msg.value }();\n16:             weth.transfer(address(_position), _amount);\n17:             // Proceed to internal minting steps\n18:             _mint(_expiration, _position);\n19:         } else {\n20:             // Move the user's funds to the wrapped position contract\n21:             _underlying.transferFrom(msg.sender, address(_position), _amount);\n22:             // Proceed to internal minting steps\n23:             _mint(_expiration, _position);\n24:         }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::TestUserProxy,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/test/TestUserProxy.sol,mint,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/test/TestUserProxy.sol#L70-L94,i:mint,,0.932418522136393,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee,external call present | callee appears user/attacker controlled | very high model score,trusted/fixed callee signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,"L16: weth.transfer(address(_position), _amount);",,"L11: require(msg.value == _amount, ""Incorrect amount provided"");","11:             require(msg.value == _amount, ""Incorrect amount provided"");\n12:             // Create weth from the provided eth\n13:             // NOTE - This can be made slightly cheaper by depositing 1 wei into this\n14:             //        contract address on weth.\n15:             weth.deposit{ value: msg.value }();\n16:             weth.transfer(address(_position), _amount);\n17:             // Proceed to internal minting steps\n18:             _mint(_expiration, _position);\n19:         } else {\n20:             // Move the user's funds to the wrapped position contract\n21:             _underlying.transferFrom(msg.sender, address(_position), _amount);\n22:             // Proceed to internal minting steps\n23:             _mint(_expiration, _position);\n24:         }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::TestAMM,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/test/TestAMM.sol,addLiquidity,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/test/TestAMM.sol#L257-L277,i:addLiquidity,,0.9248385308798119,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|contract_many_risky_interactions|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled | very high model score,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L10: address trader = msg.sender;,"L2: require(perpetualProxy.status() == LibTypes.Status.NORMAL, ""wrong perpetual status"");","1: function addLiquidity(uint256 amount) public onlyBroker {\n2:         require(perpetualProxy.status() == LibTypes.Status.NORMAL, ""wrong perpetual status"");\n3:         require(amount.mod(perpetualProxy.lotSize()) == 0, ""invalid lot size"");\n4: \n5:         uint256 oldAvailableMargin;\n6:         uint256 oldPoolPositionSize;\n7:         (oldAvailableMargin, oldPoolPositionSize) = currentXY();\n8:         require(oldPoolPositionSize != 0 && oldAvailableMargin != 0, ""empty pool"");\n9: \n10:         address trader = msg.sender;\n11:         uint256 price = oldAvailableMargin.wdiv(oldPoolPositionSize);\n12: \n13:         uint256 collateralAmount = amount.wmul(price).mul(2);\n14:         perpetualProxy.transferBalanceIn(trader, collateralAmount);",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::LPMint,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/LPMint.sol,updateBlockReward,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/LPMint.sol#L110-L122,i:updateBlockReward,,0.9040574901157368,0,insufficient_evidence,reentrancy,state_update_before_external_call|state_update_after_external_call|callee_user_controlled|contract_many_risky_interactions,external call present | callee appears user/attacker controlled | state update after external call | very high model score,,No decisive risk/protection evidence was recovered from the available snippet.,low,,L5: uint256 lpSupply = lpToken.balanceOf(address(this));,,1: function updateBlockReward() public {\n2:         if (block.number <= lastRewardBlock || rewardPerBlock == 0) {\n3:             return;\n4:         }\n5:         uint256 lpSupply = lpToken.balanceOf(address(this));\n6:         if (lpSupply == 0) {\n7:             lastRewardBlock = block.number;\n8:             return;\n9:         }\n10:         uint256 reward = block.number.sub(lastRewardBlock).mul(rewardPerBlock);\n11:         lastRewardBlock = block.number;\n12:         accMintPerShare = accMintPerShare.add(reward.mul(1e12).div(lpSupply));\n13:     },phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::Tranche,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/Tranche.sol,prefundedDeposit,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/Tranche.sol#L89-L143,i:prefundedDeposit,,0.9030735309168645,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled | very high model score,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L18: uint256 holdingsValue = (balanceBefore * usedUnderlying) / shares;,"L7: require(block.timestamp < unlockTimestamp, ""expired"");","1: function prefundedDeposit(address _destination)\n2:         public\n3:         override\n4:         returns (uint256)\n5:     {\n6:         // We check that this it is possible to deposit\n7:         require(block.timestamp < unlockTimestamp, ""expired"");\n8:         // Since the wrapped position contract holds a balance we use the prefunded deposit method\n9:         (\n10:             uint256 shares,\n11:             uint256 usedUnderlying,\n12:             uint256 balanceBefore\n13:         ) = position.prefundedDeposit(address(this));\n14:         // The implied current value of the holding of this contract in underlying",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::GFSMint,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFSMint.sol,updateBlockReward,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFSMint.sol#L110-L122,i:updateBlockReward,,0.9016301947365195,0,insufficient_evidence,reentrancy,state_update_before_external_call|state_update_after_external_call|callee_user_controlled|contract_many_risky_interactions,external call present | callee appears user/attacker controlled | state update after external call | very high model score,,No decisive risk/protection evidence was recovered from the available snippet.,low,,L5: uint256 lpSupply = lpToken.balanceOf(address(this));,,1: function updateBlockReward() public {\n2:         if (block.number <= lastRewardBlock || rewardPerBlock == 0) {\n3:             return;\n4:         }\n5:         uint256 lpSupply = lpToken.balanceOf(address(this));\n6:         if (lpSupply == 0) {\n7:             lastRewardBlock = block.number;\n8:             return;\n9:         }\n10:         uint256 reward = block.number.sub(lastRewardBlock).mul(rewardPerBlock);\n11:         lastRewardBlock = block.number;\n12:         accMintPerShare = accMintPerShare.add(reward.mul(1e12).div(lpSupply));\n13:     },phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::Wand,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Wand.sol,addAsset,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Wand.sol#L70-L85,i:addAsset,top50_weak_or_no_safety,0.8834620318489178,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L8: AccessControl join = AccessControl(joinFactory.createJoin(asset));  // We need the access control methods of Join,"L6: require (address(asset) != address(0), ""Asset required"");","1: function addAsset(\n2:         bytes6 assetId,\n3:         address asset\n4:     ) external auth {\n5:         // Add asset to cauldron, deploy new Join, and add it to the ladle\n6:         require (address(asset) != address(0), ""Asset required"");\n7:         cauldron.addAsset(assetId, asset);\n8:         AccessControl join = AccessControl(joinFactory.createJoin(asset));  // We need the access control methods of Join\n9:         bytes4[] memory sigs = new bytes4[](2);\n10:         sigs[0] = JOIN;\n11:         sigs[1] = EXIT;\n12:         join.grantRoles(sigs, address(ladle));\n13:         join.grantRole(ROOT, msg.sender);\n14:         // join.renounceRole(ROOT, address(this));  // Wand requires ongoing rights to set up permissions to joins",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::Cauldron,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Cauldron.sol,addSeries,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Cauldron.sol#L122-L139,i:addSeries,,0.8773481558793709,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L6: address base = assets[baseId];,"L5: require (seriesId != bytes6(0), ""Series id is zero"");","1: function addSeries(bytes6 seriesId, bytes6 baseId, IFYToken fyToken)\n2:         external\n3:         auth\n4:     {\n5:         require (seriesId != bytes6(0), ""Series id is zero"");\n6:         address base = assets[baseId];\n7:         require (base != address(0), ""Base not found"");\n8:         require (fyToken != IFYToken(address(0)), ""Series need a fyToken"");\n9:         require (fyToken.underlying() == base, ""Mismatched series and base"");\n10:         require (lendingOracles[baseId] != IOracle(address(0)), ""Rate oracle not found"");\n11:         require (series[seriesId].fyToken == IFYToken(address(0)), ""Id already used"");\n12:         series[seriesId] = DataTypes.Series({\n13:             fyToken: fyToken,\n14:             maturity: fyToken.maturity().u32(),",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::NFTokenMetadata,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token-metadata.sol,_safeTransferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token-metadata.sol#L377-L401,i:_safeTransferFrom,top50_weak_or_no_safety,0.8713324860672286,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L7: address tokenOwner = idToOwner[_tokenId];,"L8: require(tokenOwner == _from, NOT_OWNER);","1: function _safeTransferFrom(\n2:         address _from,\n3:         address _to,\n4:         uint256 _tokenId,\n5:         bytes memory _data\n6:     ) private canTransfer(_tokenId) validNFToken(_tokenId) {\n7:         address tokenOwner = idToOwner[_tokenId];\n8:         require(tokenOwner == _from, NOT_OWNER);\n9:         require(_to != address(0), ZERO_ADDRESS);\n10: \n11:         _transfer(_to, _tokenId);\n12: \n13:         if (_to.isContract()) {\n14:             bytes4 retval = ERC721TokenReceiver(_to).onERC721Received(",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::NFToken,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token.sol,_safeTransferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token.sol#L377-L401,i:_safeTransferFrom,top50_weak_or_no_safety,0.8713324860672286,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L7: address tokenOwner = idToOwner[_tokenId];,"L8: require(tokenOwner == _from, NOT_OWNER);","1: function _safeTransferFrom(\n2:         address _from,\n3:         address _to,\n4:         uint256 _tokenId,\n5:         bytes memory _data\n6:     ) private canTransfer(_tokenId) validNFToken(_tokenId) {\n7:         address tokenOwner = idToOwner[_tokenId];\n8:         require(tokenOwner == _from, NOT_OWNER);\n9:         require(_to != address(0), ZERO_ADDRESS);\n10: \n11:         _transfer(_to, _tokenId);\n12: \n13:         if (_to.isContract()) {\n14:             bytes4 retval = ERC721TokenReceiver(_to).onERC721Received(",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::NFTokenEnumerable,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token-enumerable.sol,_safeTransferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token-enumerable.sol#L377-L401,i:_safeTransferFrom,top50_weak_or_no_safety,0.8713324860672286,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L7: address tokenOwner = idToOwner[_tokenId];,"L8: require(tokenOwner == _from, NOT_OWNER);","1: function _safeTransferFrom(\n2:         address _from,\n3:         address _to,\n4:         uint256 _tokenId,\n5:         bytes memory _data\n6:     ) private canTransfer(_tokenId) validNFToken(_tokenId) {\n7:         address tokenOwner = idToOwner[_tokenId];\n8:         require(tokenOwner == _from, NOT_OWNER);\n9:         require(_to != address(0), ZERO_ADDRESS);\n10: \n11:         _transfer(_to, _tokenId);\n12: \n13:         if (_to.isContract()) {\n14:             bytes4 retval = ERC721TokenReceiver(_to).onERC721Received(",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::LeveragedActions,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/LeverageActions.sol,_openLong,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/LeverageActions.sol#L303-L415,i:_openLong,,0.8688459447571718,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee,external call present | callee appears user/attacker controlled,trusted/fixed callee signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L10: collateral = ICreditManager(longParams.creditManager).underlyingToken(); // M:[LA-1],L5: require(,"1: function _openLong(LongParameters calldata longParams, uint256 referralCode)\n2:         internal\n3:         returns (address asset, address collateral)\n4:     {\n5:         require(\n6:             contractsRegister.isCreditManager(longParams.creditManager),\n7:             Errors.WG_DESTINATION_IS_NOT_CREDIT_MANAGER\n8:         );\n9: \n10:         collateral = ICreditManager(longParams.creditManager).underlyingToken(); // M:[LA-1]\n11: \n12:         uint256 amount = IERC20(collateral).balanceOf(address(this)); // M:[LA-1]\n13: \n14:         _provideCreditAccountAllowance(longParams.creditManager, collateral); // M:[LA-1]",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d::NodeOperatorsRegistry,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d/contracts/0.4.24/nos/NodeOperatorsRegistry.sol,reportStoppedValidators,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d/contracts/0.4.24/nos/NodeOperatorsRegistry.sol#L192-L201,i:reportStoppedValidators,,0.8651183988099205,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|contract_many_risky_interactions|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L6: operators[_id].stoppedValidators = operators[_id].stoppedValidators.add(_stoppedIncrement);,"L5: require(0 != _stoppedIncrement, ""EMPTY_VALUE"");","1: function reportStoppedValidators(uint256 _id, uint64 _stoppedIncrement) external\n2:         authP(REPORT_STOPPED_VALIDATORS_ROLE, arr(_id, uint256(_stoppedIncrement)))\n3:         operatorExists(_id)\n4:     {\n5:         require(0 != _stoppedIncrement, ""EMPTY_VALUE"");\n6:         operators[_id].stoppedValidators = operators[_id].stoppedValidators.add(_stoppedIncrement);\n7:         require(operators[_id].stoppedValidators <= operators[_id].usedSigningKeys, ""STOPPED_MORE_THAN_LAUNCHED"");\n8: \n9:         emit NodeOperatorTotalStoppedValidatorsReported(_id, operators[_id].stoppedValidators);\n10:     }",phase1b_packet
